,CNR,Cortical Contrast,EFC,FBER,FWHM,FWHM_x,FWHM_y,FWHM_z,Participant,Qi1,SNR,Series,Session,Site,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
20,11.4996948547,0.4068101192,0.4859200379,266.004224362,3.6574240906,3.3760854843,3.6980579926,3.918693829,50024,0.1441315661,17.3419010277,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,95.5069656372,-133.44921875,-149.429840088,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          95.50696564],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -149.42984009],0,0
21,11.2550636111,0.3702712684,0.4297802274,308.9681174175,3.9703165216,3.7038473667,4.0043348699,4.2198126394,50025,0.1249988462,18.163900787,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,96.2333526611,-139.252960205,-160.501556396,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          96.23335266],[  -0.            1.05078125   -0.         -139.25296021],[   0.            0.            1.05078125 -160.5015564 ],0,0
22,10.8183776117,0.3731273419,0.4816915796,229.7497236703,3.7497592467,3.402761673,3.8087280297,4.068154052,50026,0.1289635146,17.4794899782,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,90.4222183228,-133.44921875,-134.902008057,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          90.42221832],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -134.90200806],0,0
23,12.525527122,0.3457030773,0.3912875066,465.5548916386,3.8568394705,3.6949426054,3.8411895911,4.0422209665,50027,0.1137283069,22.0873299131,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.7805709839,-139.957702637,-159.483123779,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.78057098],[  -0.            1.05078125   -0.         -139.95770264],[   0.            0.            1.05078125 -159.48312378],0,0
24,11.9405013834,0.393746956,0.4571809333,302.5665753321,3.810091228,3.5676188046,3.8355366543,4.042030632,50028,0.1344930145,19.3888591143,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.8750076294,-134.289016724,-145.886932373,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.87500763],[  -0.            1.05078125   -0.         -134.28901672],[   0.            0.            1.05078125 -145.88693237],0,0
25,11.260408738,0.3664364198,0.4624807468,283.6135483244,3.731672979,3.5621330907,3.670583197,3.974347658,50029,0.1493337622,18.6185848158,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,88.9694290161,-136.238571167,-137.894744873,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          88.96942902],[  -0.            1.05078125   -0.         -136.23857117],[   0.            0.            1.05078125 -137.89474487],0,0
26,12.0750567087,0.3981433176,0.4510633223,288.5380393266,3.8560113098,3.6657616551,3.8604895167,4.0514331599,50030,0.1360867801,18.8786078321,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.1486129761,-133.44921875,-146.980163574,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.14861298],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -146.98016357],0,0
27,11.2002240962,0.3843318701,0.4229952601,329.9401131435,3.817744575,3.6919711771,3.7978979926,3.9684282528,50031,0.2409656727,18.7806709672,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,93.3277893066,-142.504486084,-165.142669678,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          93.32778931],[  -0.            1.05078125   -0.         -142.50448608],[   0.            0.            1.05078125 -165.14266968],0,0
28,10.8835302754,0.3648505556,0.4777923121,231.1769149727,4.3260734071,4.0491044861,4.3612788104,4.5846744981,50032,0.1560679332,17.9448383704,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.1486129761,-133.44921875,-134.175613403,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.14861298],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -134.1756134 ],0,0
29,8.9217550579,0.2999749445,0.4386194913,295.2672200733,3.8801802749,3.5730473757,3.9077115242,4.184020223,50033,0.2123629962,18.1178609222,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.1486129761,-135.732894897,-151.71862793,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.14861298],[  -0.            1.05078125   -0.         -135.7328949 ],[   0.            0.            1.05078125 -151.71862793],0,0
30,11.4245642545,0.360129154,0.4436707253,324.3991257366,3.9105937619,3.7120378424,3.9048660223,4.1258063941,50034,0.1664434091,19.4594427457,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.8750076294,-133.44921875,-148.703460693,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.87500763],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -148.70346069],0,0
31,10.2106304351,0.3439597803,0.4695029134,138.4216177384,3.6878946921,3.4700473827,3.6277484015,3.9843973234,50035,0.1699180038,17.7384858401,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.0541763306,-180.043121338,-98.0423126221,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.05417633],[  -0.            1.05078125   -0.         -180.04312134],[  0.           0.           1.05078125 -98.04231262],0,0
32,10.2432496643,0.3082600346,0.4228897344,376.22505623,3.8901086839,3.7061045094,3.9183607435,4.0538028253,50036,0.1491394042,20.8272607675,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.8750076294,-135.220230103,-155.586883545,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.87500763],[  -0.            1.05078125   -0.         -135.2202301 ],[   0.            0.            1.05078125 -155.58688354],0,0
33,10.8343822823,0.3666662424,0.4650074103,235.7052893896,4.1161679919,3.9060092577,4.0430394052,4.4160951673,50037,0.0961517207,17.8580273057,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,89.4755630493,-133.44921875,-135.84866333,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          89.47556305],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -135.84866333],0,0
34,12.1468706588,0.3578234262,0.4244396924,322.0709672639,3.9103748228,3.659685465,3.8662947212,4.2258747955,50038,0.10626021,20.0066600401,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,89.8646621704,-137.817321777,-146.685089111,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          89.86466217],[  -0.            1.05078125   -0.         -137.81732178],[   0.            0.            1.05078125 -146.68508911],0,0
35,11.1261934646,0.3600907064,0.4951531683,260.0787845819,3.7210496765,3.4264473856,3.8035318959,3.9533537546,50039,0.1476891494,18.3036472374,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.7805709839,-138.234863281,-148.071075439,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.78057098],[  -0.            1.05078125   -0.         -138.23486328],[   0.            0.            1.05078125 -148.07107544],0,0
36,11.9484756913,0.3885109634,0.4556514103,236.0018892803,3.9863752235,3.7916473608,4.0609213383,4.1141579182,50040,0.1178903279,18.6103610154,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,89.4120025635,-141.443954468,-142.845397949,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          89.41200256],[  -0.            1.05078125   -0.         -141.44395447],[   0.            0.            1.05078125 -142.84539795],0,0
37,10.3540688734,0.3935843666,0.4572522024,112.632595358,4.546192804,4.2414282825,4.5617962825,4.8561867658,50041,0.1647546483,16.4594109091,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.875,-188.940582275,-104.825759888,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.875     ],[  -0.            1.05078125   -0.         -188.94058228],[   0.            0.            1.05078125 -104.82575989],0,0
38,11.594922155,0.3790843071,0.4664736259,268.0439656369,3.6365201727,3.3769426271,3.658592119,3.8924371747,50042,0.1494344802,18.3438018801,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.0627212524,-137.937820435,-149.159332275,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.06272125],[  -0.            1.05078125   -0.         -137.93782043],[   0.            0.            1.05078125 -149.15933228],0,0
39,11.6643937819,0.3764655258,0.4463250261,361.0674285437,3.7916337159,3.4823140485,3.8927607435,4.0211699628,50043,0.1546123052,19.3459674823,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,89.6958236694,-136.407623291,-160.594268799,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          89.69582367],[  -0.            1.05078125   -0.         -136.40762329],[   0.            0.            1.05078125 -160.5942688 ],0,0
40,12.0501119374,0.3792796197,0.4505380163,306.1315239822,4.3076444522,4.112590196,4.2564520446,4.5662025279,50044,0.1389158553,19.4432656799,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.7805709839,-135.655487061,-151.47605896,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.78057098],[  -0.            1.05078125   -0.         -135.65548706],[   0.            0.            1.05078125 -151.47605896],0,0
41,10.4334144844,0.3290474622,0.5109294418,232.7351114091,3.8952489916,3.6438283232,3.8905909294,4.1690028253,50045,0.1657957772,18.9617610893,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,89.6958236694,-133.44921875,-133.44921875,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          89.69582367],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -133.44921875],0,0
42,11.0864829329,0.3731434218,0.4562445988,219.5865262094,3.9816061603,3.7555426013,3.9533252045,4.2514747955,50046,0.14306751,16.949237745,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,90.4222183228,-133.44921875,-138.533966064,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          90.42221832],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -138.53396606],0,0
43,11.4949099917,0.3722840775,0.4612784944,277.4674747845,4.0935982336,3.9045330674,4.0997115242,4.2854114498,50047,0.142296905,19.0643189106,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.1486129761,-133.44921875,-139.260360718,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.14861298],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -139.26036072],0,0
44,10.2980543335,0.3503992519,0.411133316,261.8841464239,3.9410548443,3.8084473596,3.8860324164,4.1360178439,50048,0.2044973541,17.9007158696,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,89.6958236694,-136.548492432,-144.506530762,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          89.69582367],[  -0.            1.05078125   -0.         -136.54849243],[   0.            0.            1.05078125 -144.50653076],0,0
45,10.3395193568,0.3082814604,0.4148938561,300.9185770543,3.8360402626,3.5653711857,3.8694733086,4.0915937546,50049,0.1296051556,20.2834218818,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,88.2430419922,-133.44921875,-134.175613403,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          88.24304199],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -134.1756134 ],0,0
46,10.3235750906,0.3372080916,0.4761376005,257.2817196007,4.0022911391,3.846399738,3.9512886245,4.2182614126,50050,0.1769751163,18.3774358719,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,90.4222183228,-133.44921875,-139.260360718,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          90.42221832],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -139.26036072],0,0
47,11.4179926187,0.3591295163,0.4589115106,299.3723994569,3.8405999059,3.6470568944,3.9135643123,3.96901829,50051,0.1454733277,19.9330084171,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.0372848511,-133.44921875,-144.260635376,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.03728485],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -144.26063538],0,0
48,11.0708543121,0.3911520517,0.4484010666,310.9743702193,3.7014117974,3.4299426235,3.9054941264,3.7856499628,50052,0.1328606783,16.9171625785,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.0541763306,-136.320602417,-166.948730469,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.05417633],[  -0.            1.05078125   -0.         -136.32060242],[   0.            0.            1.05078125 -166.94873047],0,0
49,11.1932518824,0.3533202684,0.4081021644,474.1079730296,3.4541725181,3.2890664426,3.5723039405,3.5076282528,50053,0.1435461822,20.3638719724,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,94.7805709839,-138.131576538,-167.258331299,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          94.78057098],[  -0.            1.05078125   -0.         -138.13157654],[   0.            0.            1.05078125 -167.2583313 ],0,0
50,12.2202524232,0.3640852764,0.4009360253,407.9600786645,3.7937088772,3.6310759431,3.7694810409,3.9890890706,50054,0.1512769503,21.3280412751,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,92.6013946533,-136.967315674,-157.069396973,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          92.60139465],[  -0.            1.05078125   -0.         -136.96731567],[   0.            0.            1.05078125 -157.06939697],0,0
51,11.4752760439,0.3692807401,0.4500459614,289.0057499338,4.0272977839,3.8188378351,4.0661079554,4.2065939033,50055,0.1149554508,18.6673254838,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.8750076294,-133.44921875,-153.023590088,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.87500763],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -153.02359009],0,0
52,12.0292017253,0.3652997895,0.4088078549,335.3896616531,3.6922258772,3.4984759522,3.717995539,3.8696921933,50056,0.1141815691,20.0781078835,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,92.6013946533,-133.44921875,-148.703460693,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          92.60139465],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -148.70346069],0,0
53,12.4425172155,0.3612027563,0.3885859393,407.2262143953,3.655310853,3.4962188095,3.6907872119,3.7849171747,50057,0.1154744233,21.0226046595,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,92.6013946533,-133.44921875,-155.240982056,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          92.60139465],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -155.24098206],0,0
54,10.9265970267,0.3715750818,0.4852321046,228.6435522837,4.1461245626,3.8938187824,4.1863518216,4.3723657993,50058,0.1419262402,17.5178346462,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,92.6013946533,-133.44921875,-138.533966064,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          92.60139465],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -138.53396606],0,0
55,9.3371136392,0.2967509844,0.4539067158,281.7257586783,3.7898346082,3.4792092868,3.8755449814,4.0369011152,50059,0.1207248306,19.1580744483,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,91.8750076294,-133.44921875,-136.354782104,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          91.87500763],[  -0.            1.05078125   -0.         -133.44921875],[   0.            0.            1.05078125 -136.3547821 ],0,0
56,10.5102283404,0.3644555506,0.4771188001,259.4367620602,4.2658175784,4.0683140086,4.2302144238,4.5105677323,50060,0.1852082736,17.8625997413,anat_1,session_1,Pitt,,16,,,,1,,1.05,1.05078,1.05078,1,92.6013946533,-135.515396118,-145.846313477,0,1,0,,,1,0,0,0,0,[ -1.05000007  -0.          -0.          92.60139465],[  -0.            1.05078125   -0.         -135.51539612],[   0.            0.            1.05078125 -145.84631348],0,0
57,7.5573630387,0.3408779389,0.4863422389,304.7457466768,3.1166,2.83369,3.23013,3.30729,50102,0.0633832369,17.2029904624,anat_1,session_1,Olin,,16,,,,1,,1,1,1,1,100.368041992,-113.198547363,-61.3498802185,0,1,0,,,1,0,0,0,0,[  -1.           -0.           -0.          100.36804199],[  -0.            1.           -0.         -113.19854736],[  0.           0.           1.         -61.34988022],0,0
58,7.3233594763,0.3475883863,0.4902437546,259.7375519366,3.40106,3.11448,3.41338,3.70058,50103,0.1347939198,15.4942130044,anat_1,session_1,Olin,,16,,,,1,,1,1,1,1,105.23197937,-116.830505371,-96.0138778687,0,1,0,,,1,0,0,0,0,[  -1.           -0.           -0.          105.23197937],[  -0.            1.           -0.         -116.83050537],[  0.           0.           1.         -96.01387787],0,0
59,8.3855227933,0.3527902754,0.505954061,263.1166039931,3.34554,2.93643,3.54631,3.59586,50104,0.0833390102,17.8694627499,anat_1,session_1,Olin,,16,,,,1,,1,1,1,1,97.2416687012,-125.099098206,-75.6123046875,0,1,0,,,1,0,0,0,0,[ -1.         -0.         -0.         97.2416687],[  -0.            1.           -0.         -125.09909821],[  0.           0.           1.         -75.61230469],0,0
60,7.4781999332,0.3231565851,0.4698264122,297.7611082515,3.33141,3.0094,3.46478,3.54592,50105,0.0648729251,16.7738240474,anat_1,session_1,Olin,,16,,,,1,,1,1,1,1,98.4936599731,-114.65133667,-78.4197311401,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          98.49365997],[  -0.            1.           -0.         -114.65133667],[  0.           0.           1.         -78.41973114],0,0
